function,customer,server_name,ansible_host,patch_collection_status,missing_patch_count,installed_patch_count,application_update_count,os_family,pending_reboot,os_backup_status,gto_complexity,patching_source,space_check,av_date,av_type,av_version,ms_removal_tool_date,sccm_installed,privilage_check,vm_snap_capable,missing_patch_list,timestamp,installed_patch_list
os_patching,GCC-EDU,gs249svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,22/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752447,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS249SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS249SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS249SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs229svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,15/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752239,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS229SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS229SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS229SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS229SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs260svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,22/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752495,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS260SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS260SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS260SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS260SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs244svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,20/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752473,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS244SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS244SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS244SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS244SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs235svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,15/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752267,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS235SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS235SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS235SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS235SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs230svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,15/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752254,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS230SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS230SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS230SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS230SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs241svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,09/09/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752377,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS241SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS241SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS241SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 20 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs258svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,22/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752508,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS258SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS258SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS258SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS258SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs226svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,06/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752249,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS226SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 6 March 2023""},{""HOTFIX"":""KB5020374"",""INSTALLEDBY"":""GS226SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 6 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 6 March 2023""},{""HOTFIX"":""KB5022840"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 6 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS226SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 6 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS226SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Monday 6 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs227svr001,edu-lvl-ans01,Success,3,13,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,15/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752243,"[{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS227SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS227SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 15 March 2023""},{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS227SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Tuesday 14 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Tuesday 14 March 2023""},{""HOTFIX"":""KB5020374"",""INSTALLEDBY"":""GS227SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Tuesday 14 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS227SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Tuesday 14 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
os_patching,GCC-EDU,gs228svr001,edu-lvl-ans01,Success,3,12,3,Windows,No,Success,,AnsibleCatalog,Yes,14/09/2023,TrendMicro,20.0.6860,22/03/2023,"Not Installed",,,"cplusruntime32
cplusruntime64
vmtools
2023-09 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5030178)
Windows Malicious Software Removal Tool x64 - v5.117 (KB890830)
2023-09 Cumulative Update for Windows Server 2019 for x64-based Systems (KB5030214)",1694752252,"[{""HOTFIX"":""KB4580325"",""INSTALLEDBY"":""GS228SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023789"",""INSTALLEDBY"":""GS228SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5005112"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5023702"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5012170"",""INSTALLEDBY"":""GS228SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB5022511"",""INSTALLEDBY"":""GS228SVR001\\BladeLogicRSCD"",""INSTALLEDON"":""Wednesday 22 March 2023""},{""HOTFIX"":""KB4566424"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Monday 24 August 2020""},{""HOTFIX"":""KB4561600"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4558997"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Wednesday 22 July 2020""},{""HOTFIX"":""KB4516115"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4523204"",""INSTALLEDBY"":""NT-AUTHORITY\\SYSTEM"",""INSTALLEDON"":""Friday 6 December 2019""},{""HOTFIX"":""KB4512577"",""INSTALLEDBY"":"""",""INSTALLEDON"":""Saturday 7 September 2019""}]"
